geoid,canopy_coverage,total_tract_area,percent_covered
17031400300,396939.638638524,1464440.0582574,0.2710521584
17031400400,30313.4378393318,326943.173106651,0.0927177575
17031400500,48279.7090875055,326147.960737057,0.1480300811
17031400800,57212.8146353588,493309.065600695,0.1159776267
17031410100,52771.8031072267,484794.582868117,0.1088539455
17031440300,263272.80080972,1291889.65620937,0.2037889223
17031440700,58626.0072705133,327461.152756648,0.1790319456
17031671800,67802.788645271,324236.501697899,0.2091152239
17031680500,98957.0166451653,326859.446311204,0.3027509768
17031681100,128225.596423667,652441.136375832,0.1965320537
17031200100,77722.9270508745,586780.290235208,0.1324566083
17031410200,24530.4869602188,65109.6993159406,0.3767562624
17031170600,115731.167433299,566524.971880561,0.2042825527
17031380500,34187.2490585744,191450.206387975,0.1785699253
17031381700,13402.1700906374,196801.215054543,0.0681000373
17031430300,62738.1901748233,408970.521629868,0.1534051646
17031430700,32057.164824581,367784.893162117,0.0871628102
17031430800,66201.8035969929,328072.10509168,0.201790407
17031430900,66843.8326851112,336514.113223737,0.1986360454
17031431200,167268.407826279,655296.488353317,0.2552560723
17031431400,234747.984814326,2204792.34410153,0.1064716981
17031230800,21217.3635582022,205651.495416611,0.1031714528
17031231100,30425.5002600738,176381.847534027,0.1724979111
17031170900,54576.816299397,320577.069853796,0.1702455398
17031210100,83015.4012503032,854097.634583668,0.0971966177
17031420200,35752.2212486446,278187.983023239,0.1285182087
17031420300,41729.9558112051,245119.397879966,0.1702433841
17031440600,122554.916310151,669815.360567221,0.1829682081
17031440800,54045.9557484932,279073.658164047,0.1936619748
17031440900,164004.754960848,742630.146984622,0.220843115
17031450300,226317.522936242,1366765.41573932,0.165586223
17031671900,51913.7134241768,322061.360912472,0.1611919955
17031672000,215421.078740762,995027.035789609,0.2164977141
17031680600,79663.3073468898,326464.753010989,0.2440180957
17031680900,154261.81058711,1033027.60278707,0.1493298051
17031681000,127453.525301795,651694.611972011,0.1955724705
17031240200,25145.3498508845,166088.07860525,0.1513976804
17031240300,30701.6515419842,166590.123552535,0.1842945481
17031200200,114628.811476953,818683.894021014,0.1400159601
17031410500,51100.7597818056,262842.539524032,0.1944158654
17031410600,86331.9071027918,252560.030383767,0.3418272756
17031170100,133370.634814192,1014632.47098726,0.1314472369
17031170200,130181.562940651,653043.058092496,0.1993460635
17031170300,287120.993970287,1398900.9918186,0.2052475448
17031170500,333897.976309467,1539543.13079201,0.2168812095
17031351400,39157.9709188086,323710.565588873,0.1209659958
17031381200,33025.899127982,258551.171978073,0.1277344785
17031381400,37755.9681224255,316691.642072921,0.1192199702
17031381800,49110.3382684919,319366.367976929,0.1537742956
17031390100,101539.521236843,842813.02261662,0.1204769249
17031430400,99961.6888191273,545171.169438833,0.183358355
17031430500,43002.5947132625,337332.540971989,0.127478347
17031430600,69689.7260190198,328335.498284262,0.2122515731
17031230700,99770.8581452489,650134.824451297,0.1534617965
17031230900,50237.6346093418,455180.038187479,0.1103687121
17031231200,148762.150219368,656680.814963418,0.2265364646
17031170700,94260.3608060622,579672.431288482,0.1626097011
17031170800,109693.100802591,730333.277297449,0.1501959506
17031171100,101370.216593472,666147.611105746,0.1521738049
17031190100,38011.6208386707,316149.587438589,0.1202330237
17031390400,78797.7555990333,326307.513503629,0.2414831174
17031242200,53190.8330386928,326987.652700358,0.1626692403
17031200300,30514.6086803159,250668.493012127,0.1217329243
17031210400,40252.064773155,419634.861694073,0.0959216415
17031210700,70743.6286418469,497303.82397798,0.1422543428
17031210800,20128.4005195778,162931.208408677,0.1235392576
17031210900,55656.4850968226,570569.455875544,0.0975455039
17031220300,62158.4526088178,326092.361136166,0.1906160954
17031420100,245205.348617848,1379799.91919894,0.1777108008
17031420400,34347.4967310212,245126.773973299,0.1401213591
17031420500,32768.4238801889,245979.158860033,0.1332162612
17031470100,347515.07910243,1589069.36605112,0.2186909436
17031480100,127828.244398479,668183.354972348,0.1913071367
17031691000,137781.786518737,648683.506682556,0.2124021732
17031691300,143809.89439257,647445.860070548,0.2221187952
17031242300,62345.0430745214,328316.837318984,0.1898929205
17031411100,100783.147804711,282973.837265059,0.3561571231
17031460400,158616.647580137,652528.355055809,0.2430800843
17031681200,183786.519130319,794728.741346128,0.2312569177
17031690500,27644.7741950181,320685.196290704,0.0862053332
17031241400,89387.6226298964,517653.866649855,0.1726783636
17031241500,20200.8985712959,302869.791706619,0.0666982945
17031241600,17443.7014001021,293931.51214829,0.0593461425
17031242000,26356.6603109016,326758.472519908,0.0806609852
17031243300,23595.491540881,327091.604203423,0.0721372583
17031491200,140767.045348133,649494.652281477,0.2167331861
17031710800,96077.9692482021,816277.615585867,0.1177025652
17031711300,67898.8426992198,350017.205598745,0.1939871572
17031010202,70129.7571581839,351719.837252718,0.1993909633
17031480200,50141.067684577,286026.182730028,0.1753023699
17031480300,100086.951725553,415733.731694348,0.2407477289
17031480400,313412.713945647,1809902.56789927,0.173165517
17031480500,243027.832136035,1355403.14615146,0.1793029866
17031691100,105874.627250341,675737.362448088,0.156680144
17031691200,129898.120799207,1013722.18406085,0.1281397634
17031691400,118402.05984573,656678.808460666,0.1803043715
17031691500,151773.233907024,671196.461606671,0.2261234118
17031700100,144229.932616673,2311837.54115124,0.0623875727
17031410700,80726.5010249729,260189.451884131,0.3102604677
17031410800,50157.411920042,249756.637803478,0.2008251407
17031410900,108003.101859803,965422.994760714,0.1118712755
17031411000,230636.298081793,1896933.9016201,0.1215837293
17031411200,131820.321732356,402445.288514433,0.3275484283
17031530600,209243.204988287,1034198.95414869,0.2023239379
17031460100,243383.773124435,5484644.84025718,0.0443754847
17031460200,137250.903454922,600207.748668147,0.2286723285
17031460500,335899.653720449,1277222.14088157,0.2629923511
17031460600,61656.2311013768,260610.717431771,0.236583636
17031460700,84701.8708352149,422528.777109177,0.2004641469
17031461000,49006.5677782301,616837.104875541,0.0794481515
17031681300,176279.614589715,721327.060672078,0.2443823672
17031681400,132875.375814962,643435.640949084,0.2065091943
17031690300,63151.3260587908,512068.210707033,0.1233260037
17031690400,125248.694845641,651657.550984484,0.1922001742
17031690900,109430.91796551,655459.200602734,0.166953058
17031241200,43829.8979263755,328122.476814499,0.133577859
17031241300,48971.5544131988,164084.241509507,0.2984537331
17031242100,35773.8861979588,327980.266701055,0.1090732883
17031243100,27924.744111199,324004.811773583,0.0861862019
17031243200,31685.7358393194,323849.045483506,0.097841066
17031243400,23053.7745503315,329180.609369364,0.070033817
17031243500,37584.3714154743,657214.801140205,0.0571873478
17031250200,82031.9259347746,499202.730004707,0.1643258761
17031491000,322215.766449093,1277070.5238983,0.2523085142
17031491100,262902.928577469,1322862.52805617,0.1987379059
17031510100,260212.999992424,2373066.59400698,0.1096526329
17031510200,321744.576425125,1279952.29978875,0.2513723179
17031520200,122694.08000996,1210349.81993766,0.1013707591
17031710900,174263.087761281,990852.135156728,0.1758719405
17031711000,135470.867377664,654359.406904411,0.2070282263
17031711100,103033.770924655,653931.139276823,0.157560582
17031711200,183493.523782845,1102236.26021998,0.166473859
17031711400,129703.244892859,747486.41943,0.1735191992
17031081402,55235.1583762045,588263.583568873,0.0938952536
17031061902,59623.1621249653,861872.924688544,0.0691785998
17031030200,188144.89125145,666196.549919309,0.28241649
17031030300,94138.0212177014,314151.124025675,0.2996583937
17031030400,76608.0014678021,346489.160800506,0.2210978297
17031030500,164826.444239772,618133.267462012,0.266651955
17031030800,179215.968059812,567411.810944104,0.3158481452
17031242400,42289.6096778372,328050.720957028,0.1289118023
17031242500,31847.6898639006,309812.36181586,0.1027967047
17031242600,57913.5956485659,475743.117001149,0.1217329134
17031242700,22323.4368239394,175571.411351627,0.1271473337
17031242800,32523.6488574545,439629.595045303,0.073979662
17031242900,33299.8155622454,323820.313938278,0.102834239
17031243000,25644.7516559734,324546.234686555,0.0790172521
17031220400,64070.7737815842,329547.571339338,0.1944204095
17031220500,56840.7928828692,334923.893131699,0.1697125647
17031221000,28227.3893054361,220048.643294582,0.128277952
17031810400,35499.4960247536,2319081.12429835,0.0153075697
17031520500,173861.16220244,1050379.78177918,0.1655221904
17031720500,295522.922252217,1042170.67080259,0.2835648042
17031490300,119288.025450885,632632.288130378,0.1885582315
17031490400,41563.8841472338,237760.934050792,0.1748137654
17031710100,41719.4498634658,215114.239994516,0.1939409026
17031710300,48894.6099618177,327581.066963469,0.1492595723
17031710600,33977.1554656993,244932.575256936,0.1387204435
17031031800,42165.7818121766,235147.907469556,0.1793159985
17031350100,96824.4295749106,1086577.04120599,0.0891095853
17031351100,54942.5775519542,346345.553082222,0.1586351465
17031251200,178848.616032768,662289.622628134,0.2700459284
17031570100,42374.2891770451,1523743.54609819,0.0278093314
17031030900,90935.001422345,408717.720248981,0.2224885218
17031250600,99783.3495139547,647769.366688543,0.1540414762
17031560100,60946.2375454314,736736.233965513,0.082724637
17031490500,213986.009007303,1425938.17248892,0.1500668214
17031490600,82362.8461844567,679060.710354693,0.1212893706
17031490700,137357.552512183,640220.77412853,0.2145471657
17031490800,161226.00131712,1079252.62129374,0.1493867127
17031700200,126237.356316837,1623944.48329142,0.0777350196
17031710200,130698.851317594,741530.021860783,0.1762556437
17031710400,195535.189786824,1002523.22306073,0.1950430527
17031710500,95886.2241995274,748394.315779127,0.1281225982
17031710700,54750.7265740417,490083.224687486,0.1117172019
17031031900,54952.6789489773,257668.896252693,0.2132685774
17031032100,71963.1428249214,431026.973061207,0.1669574002
17031251000,41186.8988717034,466956.328262533,0.0882028926
17031280400,28951.2937542034,502202.203144549,0.0576486793
17031320100,80205.1498279988,910353.57499036,0.0881032953
17031351000,203304.978986204,1485944.60677353,0.1368186796
17031360200,23617.4971730026,231661.622153369,0.1019482509
17031380100,73525.6309910608,437442.297494269,0.1680807535
17031231500,238553.25474122,1000739.55961488,0.2383769608
17031251100,91587.9279752873,496451.622525369,0.1844851015
17031550200,952168.813822948,5401451.57327245,0.1762801723
17031560800,137900.065195108,1321150.02227232,0.1043788085
17031560900,203437.519103916,1319253.82814195,0.1542065028
17031561000,162867.36542204,1328260.11245047,0.1226170717
17031561100,157383.916496244,1321991.70623533,0.1190506081
17031570200,69147.9702473467,1763042.38380619,0.0392208213
17031730400,261688.069962753,1278084.91981825,0.2047501429
17031730500,244544.571834647,1313922.15681106,0.186118006
17031730600,200052.792527993,1007264.85063333,0.1986099211
17031730700,210215.676804979,988110.317910095,0.212745149
17031250300,141313.271657907,618077.544173512,0.2286335638
17031250400,211858.485461236,1309686.38443422,0.1617627609
17031250500,434879.323286392,2061367.34981351,0.2109664361
17031250700,112664.629374337,662596.574498409,0.1700350314
17031250800,94283.9034160778,573867.167407464,0.1642956921
17031500300,102204.946225873,709169.080640639,0.1441192926
17031520300,150330.105880686,956737.861277045,0.1571277901
17031520600,194267.208877956,1090994.40436147,0.1780643495
17031560200,126132.392517651,668997.834583191,0.1885393136
17031560300,86118.1477288992,659004.384279256,0.1306791727
17031560400,23993.9079319054,334561.028046211,0.0717175819
17031560700,45569.816340945,661244.22443402,0.068915258
17031711500,148882.477497765,649393.145295903,0.2292640114
17031720600,210283.100844374,582371.446242317,0.3610807195
17031031000,86529.2111354193,424893.118985361,0.2036493586
17031031700,104370.347629268,477476.509788896,0.2185873975
17031580300,39018.9108297217,471020.209384186,0.0828391437
17031050500,148408.93326388,652577.824221641,0.2274195165
17031050800,36628.6021060687,162817.945713681,0.224966615
17031051000,32562.9895747166,166635.943024515,0.1954139604
17031051400,79670.8927737497,358884.698313033,0.2219957918
17031081900,17852.1409975211,137749.924659334,0.1295981906
17031252000,136035.737501025,636147.601606021,0.2138430408
17031260300,50249.5963845325,329305.978024914,0.1525924208
17031040300,276110.992158375,767449.29235342,0.3597775057
17031040800,59695.2204889425,230027.934283589,0.2595129182
17031050100,51339.6728513821,334635.583620303,0.1534196462
17031050200,139951.879174389,652248.242344862,0.2145684267
17031050300,80637.9547651381,394730.617945984,0.2042860399
17031380200,39091.2844549937,215128.387767778,0.1817114183
17031081500,11831.3696522895,295436.350521073,0.040047102
17031720100,967005.940802735,1972034.35232397,0.4903595821
17031720200,753499.034618917,1668934.05396058,0.4514852057
17031720300,434962.484169176,1261675.10436165,0.3447499936
17031720700,500561.884751811,1049859.83953238,0.4767892493
17031730100,99724.6947060851,660212.698328843,0.1510493436
17031730300,40190.3572248973,297684.984338089,0.1350096892
17031031100,120236.773376998,549967.354425814,0.2186252919
17031031200,28848.931999866,326472.650164613,0.0883655399
17031031300,161933.227943706,1098964.93022367,0.1473506783
17031031400,306814.122045824,2529479.50377276,0.121295358
17031570500,29313.0166109907,423601.352187244,0.069199535
17031580100,63312.9961263534,763543.279417308,0.0829199835
17031580200,70965.9573877281,729821.586193883,0.0972374053
17031580400,49004.3427198833,1316119.89657406,0.0372339502
17031580600,53986.9649418618,492786.473184844,0.1095544782
17031530300,311162.848668752,1308194.96240006,0.2378566327
17031500100,426693.013609962,2653039.88784443,0.160831737
17031050600,63579.221885299,332452.862085381,0.1912428171
17031050700,46080.5915615705,164327.636993642,0.2804189995
17031050900,30738.8883586291,162720.83767536,0.1889056669
17031051100,35591.6526108613,162699.18247527,0.2187574152
17031051200,41228.52210208,164666.435472263,0.2503759918
17031051300,78381.6544209651,321995.219985191,0.2434249006
17031060100,102388.580952138,325545.836844778,0.3145135627
17031060200,82124.9814600958,318277.842775546,0.2580292135
17031081800,18243.8596947645,746629.058229805,0.0244349714
17031090100,162685.500200155,933126.948551871,0.1743444453
17031090200,366976.337509625,1552549.34308371,0.2363701606
17031090300,92844.3663160795,496118.727444257,0.1871414264
17031100100,214713.227228182,1177657.67798392,0.1823222752
17031100200,572414.499354874,2088930.74304229,0.2740227273
17031260100,27865.3107434649,324422.862498236,0.0858919452
17031260200,37395.0720198938,328335.052718902,0.1138930239
17031491300,163382.557020544,646029.615196725,0.2529025809
17031720400,155745.063347706,663283.856034268,0.2348090669
17031530400,257078.403848554,1312060.78679508,0.1959348274
17031750600,291223.02036528,1316349.19818316,0.221235384
17031040100,728977.749609871,2001672.96681382,0.3641842407
17031040600,74593.8094455235,331256.970970767,0.2251841198
17031040700,86769.8455375295,358078.778345868,0.2423205473
17031040900,92361.576401391,321853.922457411,0.2869673785
17031980000,258979.356599243,20040633.7142165,0.0129227129
17031081600,3063.4653460801,132805.771872985,0.0230672606
17031081700,9407.565371486,371563.792646913,0.0253188431
17031251300,146613.628267283,653465.895020833,0.2243630913
17031251400,161989.966748276,680674.130391407,0.237984609
17031251500,202802.633510156,682474.620256403,0.297157766
17031251900,129960.875674144,633901.587598635,0.2050174321
17031260700,59380.3911228345,329143.449657628,0.1804088497
17031600900,27645.371741413,383219.295232143,0.072139822
17031611200,68211.9937946903,327039.709926417,0.2085740408
17031062400,33773.59635166,162937.452570835,0.2072795163
17031062800,58667.5785266223,325610.527417821,0.1801771552
17031062900,77885.8148201166,325736.912976166,0.239106505
17031063000,39863.7193212076,324350.057572908,0.1229033829
17031063100,22140.858280733,159625.223031521,0.1387052614
17031063200,71276.6149991949,764256.262830582,0.0932627163
17031063400,17143.9515372133,158835.747429248,0.1079350953
17031271500,22826.1723131808,162820.083078119,0.1401926094
17031611600,71168.4110801062,315135.755667112,0.2258341359
17031580800,23997.8193329983,183274.845448585,0.1309389691
17031600400,26407.6081185151,327224.897375778,0.080701708
17031060300,81043.3132875374,319705.408633046,0.2534937198
17031060800,32987.8265276692,247375.161330064,0.1333514099
17031061100,19275.4022095118,173035.509302095,0.1113956452
17031061800,15088.4911523106,82841.7215466234,0.1821363785
17031110200,66365.1185075664,596261.147838151,0.111302101
17031251600,120071.417215942,480785.752760042,0.2497399653
17031251700,76181.0423637208,486656.217958571,0.1565397493
17031251800,130208.398916504,997742.166786189,0.130503053
17031570300,72504.2660366512,980174.142146005,0.0739708006
17031570400,39698.8063456335,463390.944060145,0.0856702248
17031100600,221132.474212847,1282269.71884449,0.1724539471
17031100700,213275.809980284,1215251.54651041,0.1754993117
17031110100,595095.784577825,1849056.27920505,0.3218375726
17031260900,36430.6108100261,228196.709493425,0.1596456447
17031261000,83829.0581732212,499034.852769633,0.1679823718
17031270500,145732.36860558,562048.050370314,0.2592880956
17031520100,476678.281584057,3099838.99799931,0.1537751741
17031610300,116511.153324643,2383588.69057185,0.0488805614
17031610800,35490.3714148603,331962.975383751,0.1069106317
17031611000,106556.600119829,571301.093668899,0.1865156593
17031611400,49574.623194663,326298.130531323,0.1519304543
17031062200,39126.6740375099,242322.672634998,0.1614651803
17031062600,37611.7291699904,330019.027606767,0.1139683655
17031062700,53845.1076996477,325098.346119956,0.1656271351
17031120300,701659.428015681,2054601.25279307,0.341506376
17031271800,37718.4953986588,205983.645952721,0.1831140294
17031520400,105820.440614732,719869.362314648,0.146999506
17031260500,39020.0690772724,337546.027649775,0.1155992543
17031260600,50305.6813879744,318886.702761858,0.1577540893
17031580700,76578.3763026938,549608.669492261,0.139332548
17031590500,142163.121139598,596380.557348138,0.2383765188
17031590600,54687.2981729318,348145.391548361,0.1570817811
17031590700,46207.7593963025,869699.689949559,0.053130707
17031600600,27852.5956092535,394134.35290118,0.0706677695
17031600700,23319.2725947926,465210.061111428,0.050126329
17031060400,80108.5465363675,325030.78073814,0.2464644929
17031060500,79079.7376095665,228281.965914668,0.3464125486
17031060900,108181.450690458,903498.497147469,0.1197361712
17031061000,27452.9401813162,172814.616208206,0.1588577447
17031061200,31589.4851907544,174670.386727894,0.1808519794
17031061500,32018.4819493666,162911.059684747,0.1965396457
17031062000,40899.306716667,224976.545460415,0.1817936471
17031062100,22115.0975430799,244805.893423107,0.0903372759
17031260400,34883.7708362253,328224.862349839,0.1062800989
17031100300,673691.466010567,2286749.66704853,0.2946065657
17031100400,188009.592134319,971271.747927599,0.1935705353
17031100500,321505.316426335,1957724.23724131,0.1642240058
17031260800,42895.5697485304,328946.698621151,0.1304027976
17031271200,36960.9207198796,329808.546069823,0.1120678077
17031610400,10493.1083937869,163181.272522553,0.0643033862
17031611100,70168.20418228,326781.448899538,0.2147251762
17031611300,46812.4323065391,327030.627079125,0.1431438784
17031062300,30129.123098652,163309.94232909,0.1844904399
17031062500,24961.0061539546,161002.060494123,0.1550353211
17031070700,59685.8389072219,686127.598601817,0.0869894157
17031071100,89418.0864770019,325459.130281309,0.27474444
17031071300,79781.7387164661,309581.666605976,0.2577082151
17031120400,406917.001765506,1064717.61144289,0.382183029
17031130100,672937.496202815,1839642.1556162,0.3657980407
17031130200,863070.484547991,2079500.12039872,0.4150374776
17031140100,59118.9764996093,287980.907882645,0.2052878329
17031140200,66769.0684742857,394455.004296962,0.1692691631
17031140400,236501.211997772,1181560.93121661,0.2001599797
17031292400,40912.5329663768,330647.1045466,0.1237347383
17031292500,89865.5716503243,982570.644638661,0.0914596545
17031300600,51445.8410023127,328180.793070742,0.15676067
17031300700,52598.4014735048,329126.762389372,0.1598119858
17031282700,26735.955123985,439299.55854161,0.0608604188
17031282800,20873.7009244058,164410.154891697,0.1269611414
17031283100,43197.1571855179,212436.486565979,0.2033415158
17031283200,52568.2900778352,235930.972567501,0.222812162
17031283800,23665.9273091135,376019.123880331,0.0629380949
17031290900,134482.697499508,996493.865681291,0.1349558709
17031291600,19526.4078747311,220340.369803836,0.0886192934
17031630200,38735.3408774308,634189.405542404,0.0610785052
17031630800,58816.4061951043,655812.682565247,0.0896847648
17031271300,29201.2902221662,327412.237496418,0.0891881453
17031280900,7652.5262308969,115080.448638328,0.066497188
17031611700,80646.621192814,328312.152535868,0.2456400732
17031612100,98657.1023360924,326345.390640372,0.3023088579
17031070300,65943.7954280826,324400.899828831,0.2032787069
17031070600,63865.7130348072,343157.050514743,0.1861121983
17031300500,34819.5616013273,271031.995837165,0.1284702992
17031291200,36617.6383139846,329139.545687822,0.1112526246
17031620300,105300.182030573,992182.641033971,0.1061298371
17031620400,60786.9568299997,656282.843250198,0.0926231082
17031630100,75354.7316215549,508069.510438732,0.1483157916
17031630300,113806.485130108,985489.093794308,0.115482237
17031630400,74522.5586720315,658248.332393172,0.1132134409
17031630500,78870.6467846414,657742.519381825,0.119911127
17031110300,195971.600995745,1210672.27338441,0.1618700662
17031110400,162514.423171999,934114.994994513,0.1739768915
17031120100,1755386.29594095,2789740.06361839,0.6292293389
17031120200,1101726.73314052,2392157.16985272,0.4605578375
17031271400,35106.3822046298,328374.346932432,0.1069096369
17031280100,7934.9635200029,592603.261049987,0.0133900099
17031280800,20295.6695594766,237354.400274596,0.0855078715
17031281900,9992.570913426,438803.079780225,0.0227723354
17031550100,1832771.8633452,8323802.38519339,0.2201844516
17031611500,61758.9868032033,488121.269497697,0.1265238593
17031611800,62610.5220061347,327806.395736138,0.190998476
17031611900,179486.214984142,653546.458004852,0.2746342097
17031612000,96475.0966922592,325923.298968802,0.2960055234
17031620100,82835.1906967312,837579.852960776,0.0988982607
17031620200,47275.4563683589,577054.491047404,0.081925463
17031070200,67096.688934898,341404.984996622,0.1965310757
17031070400,72549.789144752,324369.611584834,0.2236639517
17031070500,61583.2294513228,305416.169991594,0.2016370956
17031071000,68162.1223328257,324639.999863128,0.2099621808
17031071200,68030.0128386389,325201.760442446,0.209193249
17031130300,218039.37028976,721099.824154475,0.3023705775
17031292200,54112.4807935364,398012.737385037,0.1359566559
17031630900,72379.2156808276,659757.912202051,0.1097057183
